empleado_num,cantidad_horas,justificacion,fecha_registro
AV9029,2,Mantenimiento,2025-09-30 08:10:04.048253
CD0002,3,Reunion de proyectos,2025-11-03 10:35:47.864884
CD0001,5,Capacitacion,2025-11-19 15:43:03.270808
V56718,5,Mantenimiento,2024-06-09 15:13:58.750894
V83021,3,AOG de ultimo momento,2026-02-20 18:48:19.508622
V09973,3,Requerimiento de proyectos,2025-09-10 09:25:27.118847
RH8901,2,Mantenimiento,2025-05-01 12:22:49.290688
RH8901,3,Requerimiento del almacen,2025-06-28 18:09:31.459398
CD0002,3,Voluntariado,2025-07-03 13:19:52.612342
CD0001,3,Operacion de Emergencia,2026-03-17 13:05:14.441412
CD0002,3,Voluntariado,2024-06-09 16:11:09.933250
BE3019,3,Requerimiento de proyectos,2026-03-23 15:57:59.265561
BE3019,4,Reunion de proyectos,2026-04-11 10:15:31.249046
BE3019,2,Requerimiento de proyectos,2024-01-04 17:31:56.104041
DR8901,4,AOG de ultimo momento,2025-01-03 09:41:47.186724
V09973,1,Capacitacion,2024-05-15 17:02:34.289836
RH8901,3,Revision de inventario trimestral,2026-01-20 17:16:04.749354
V09973,2,Revision de inventario trimestral,2026-03-08 12:30:09.630637
DR8901,1,Requerimiento de proyectos,2025-12-31 11:37:03.548381
AV9029,1,AOG de ultimo momento,2025-06-25 16:37:06.091809
DR8901,4,Reunion de proyectos,2025-04-09 11:49:06.192553
RH8901,3,Reunion de proyectos,2024-05-10 11:23:26.964136
CD0001,3,Requerimiento de proyectos,2024-03-09 09:29:15.754140
BE3019,3,Requerimiento de proyectos,2025-05-10 13:30:14.780329
AV9029,1,Revision de inventario trimestral,2024-11-17 12:16:44.986101
V83021,2,Mantenimiento,2025-08-07 17:15:16.234744
V56718,2,Mantenimiento,2026-04-25 15:03:10.072576
V83021,2,Reunion de proyectos,2024-03-17 17:48:54.929039
AV9029,1,Operacion de Emergencia,2025-02-23 15:48:00.996519
V83021,1,Revision de inventario trimestral,2025-11-22 12:04:37.387959
RH8901,1,Operacion de Emergencia,2025-04-05 16:10:57.630876
CD0002,3,Voluntariado,2024-08-08 09:16:19.960493
CD0001,2,Reunion de proyectos,2024-10-23 17:43:36.913224
RH8901,1,Mantenimiento,2025-04-17 14:05:12.001334
V89890,1,Operacion de Emergencia,2025-06-25 14:25:01.253078
BE3019,5,Reunion de proyectos,2025-03-16 11:14:32.349982
BE3019,1,Requerimiento del almacen,2026-03-24 11:40:57.119253
V89890,4,AOG de ultimo momento,2024-06-21 11:51:54.669950
DR8901,5,Requerimiento de proyectos,2026-01-19 08:22:29.203468
AV9029,1,Reunion de proyectos,2025-05-05 11:01:42.475709
AV9029,2,Voluntariado,2024-02-03 12:48:54.114014
DR8901,4,Mantenimiento,2026-02-06 08:34:27.830910
V09973,2,AOG de ultimo momento,2025-08-14 12:56:53.446009
BE3019,3,AOG de ultimo momento,2025-03-12 10:53:06.586450
V09973,2,Revision de inventario trimestral,2025-05-11 12:15:31.240495
V89890,3,Voluntariado,2024-08-31 18:45:29.472471
RH8901,2,Mantenimiento,2025-03-07 08:23:30.768954
CD0002,4,AOG de ultimo momento,2025-09-05 15:17:05.732507
RH8901,1,Mantenimiento,2024-10-13 09:51:12.965268
CD0001,2,Voluntariado,2025-03-19 11:07:45.819869
CD0002,2,Capacitacion,2024-11-22 15:38:40.732226
V56718,2,Revision de inventario trimestral,2024-10-30 15:27:58.157721
V09973,1,Operacion de Emergencia,2024-06-22 15:26:40.011563
V89890,1,Operacion de Emergencia,2024-10-22 17:17:19.550147
DR8901,2,AOG de ultimo momento,2026-04-11 17:30:36.841419
AV9029,4,Operacion de Emergencia,2024-06-08 12:08:49.952007
DR8901,2,Operacion de Emergencia,2025-04-20 09:13:49.264538
CD0002,3,Voluntariado,2024-08-27 10:05:18.107933
RH8901,4,Operacion de Emergencia,2025-06-07 17:34:00.200218
V56718,2,Requerimiento de proyectos,2025-01-19 15:47:39.640065
V09973,3,Mantenimiento,2024-03-19 09:45:48.888638
V83021,2,Capacitacion,2024-02-19 14:04:31.667070
DR8901,1,Voluntariado,2025-07-02 14:11:30.200054
CD0002,4,Operacion de Emergencia,2025-04-28 09:51:21.235490
BE3019,2,AOG de ultimo momento,2024-05-07 14:13:41.357768
CD0001,1,Capacitacion,2024-09-25 11:37:43.993652
V83021,2,Operacion de Emergencia,2024-04-01 12:19:21.146009
V09973,3,Revision de inventario trimestral,2024-05-10 11:04:57.962542
V09973,3,Requerimiento del almacen,2025-01-02 10:05:41.308982
CD0001,5,Capacitacion,2025-12-21 08:14:37.261737
CD0001,1,Requerimiento del almacen,2024-07-15 14:09:41.788549
CD0001,2,Reunion de proyectos,2026-02-21 09:04:03.204265
DR8901,1,Reunion de proyectos,2024-05-17 17:50:36.389865
AV9029,5,Reunion de proyectos,2025-08-30 18:00:10.483447
CD0002,3,Revision de inventario trimestral,2025-12-21 10:59:41.081978
V83021,3,Reunion de proyectos,2024-08-29 09:57:59.464109
V89890,2,AOG de ultimo momento,2024-08-09 17:35:00.132193
CD0001,2,Revision de inventario trimestral,2024-10-21 11:14:06.735811
CD0002,3,Reunion de proyectos,2025-06-28 09:33:14.960894
RH8901,5,Requerimiento de proyectos,2024-03-06 17:12:52.585919
DR8901,4,Mantenimiento,2024-04-15 09:23:40.092447
CD0001,1,Requerimiento del almacen,2026-01-06 12:01:50.493904
BE3019,3,Reunion de proyectos,2024-09-24 11:56:31.582959
DR8901,5,Operacion de Emergencia,2024-05-27 09:25:53.099423
CD0002,1,Reunion de proyectos,2026-02-15 09:54:48.618386
V09973,2,Reunion de proyectos,2025-11-10 18:17:44.762850
CD0001,3,Voluntariado,2025-05-31 10:50:44.854978
BE3019,1,Voluntariado,2025-12-29 16:10:40.519274
V83021,1,Operacion de Emergencia,2024-03-18 17:47:21.474939
V09973,2,Operacion de Emergencia,2024-05-16 12:56:01.742979
CD0002,2,Requerimiento de proyectos,2024-08-27 16:54:20.667567
CD0001,1,Voluntariado,2024-06-03 10:36:45.485065
V09973,5,Requerimiento del almacen,2025-02-14 10:43:46.188726
V09973,2,Requerimiento del almacen,2024-08-29 08:06:50.368364
RH8901,5,Mantenimiento,2026-03-09 14:29:55.245571
V89890,2,Revision de inventario trimestral,2026-01-03 13:37:34.958061
DR8901,3,Capacitacion,2024-11-22 08:22:20.484672
V89890,3,Requerimiento del almacen,2025-03-12 11:06:39.792977
AV9029,2,Reunion de proyectos,2025-05-17 14:29:06.448438
V56718,1,AOG de ultimo momento,2026-03-24 12:51:18.374142
V56718,4,Requerimiento del almacen,2025-07-17 17:45:28.727111
CD0002,1,AOG de ultimo momento,2025-08-20 11:14:47.247791
BE3019,3,Operacion de Emergencia,2024-09-14 11:25:34.215352
V89890,2,Requerimiento del almacen,2025-11-25 08:13:20.461345
V56718,2,Voluntariado,2025-11-18 10:34:07.298916
V09973,2,Mantenimiento,2024-11-06 15:14:01.424550
RH8901,2,Capacitacion,2025-06-04 15:53:28.845986
CD0002,1,AOG de ultimo momento,2025-10-13 15:24:43.660395
V83021,3,Requerimiento del almacen,2024-10-23 18:53:22.535922
V83021,4,Reunion de proyectos,2025-01-31 12:43:26.230985
CD0001,2,Voluntariado,2026-04-15 17:00:58.486366
V89890,1,Requerimiento de proyectos,2025-06-10 14:33:28.620019
V56718,2,Requerimiento de proyectos,2025-08-21 08:39:37.465510
CD0001,2,Capacitacion,2024-10-09 12:37:36.843496
CD0002,5,Revision de inventario trimestral,2024-12-01 11:24:14.060330
BE3019,1,Reunion de proyectos,2026-03-18 12:03:07.788961
V09973,2,Voluntariado,2024-02-28 16:03:13.248753
AV9029,1,Revision de inventario trimestral,2025-11-23 08:29:35.498030
V09973,1,Requerimiento del almacen,2024-06-28 10:33:51.518526
CD0002,3,Reunion de proyectos,2025-12-27 14:33:51.308053
CD0002,5,Requerimiento de proyectos,2024-10-30 13:40:13.795189
CD0001,5,Operacion de Emergencia,2026-01-17 16:15:43.261913
AV9029,3,Voluntariado,2026-03-18 18:19:57.262419
V89890,3,Requerimiento de proyectos,2024-08-02 10:41:31.986803
V56718,2,AOG de ultimo momento,2024-01-05 12:11:26.670166
RH8901,2,Capacitacion,2026-03-31 15:11:34.467539
V56718,5,Requerimiento del almacen,2025-09-03 18:17:11.512461
AV9029,3,Requerimiento del almacen,2026-02-15 11:29:14.018236
V83021,3,AOG de ultimo momento,2025-06-21 12:26:27.060164
V56718,1,Revision de inventario trimestral,2025-11-13 10:00:14.529319
V56718,4,Operacion de Emergencia,2025-01-03 15:20:27.401844
AV9029,2,Mantenimiento,2024-08-26 13:13:26.882796
V09973,2,Reunion de proyectos,2026-01-24 15:02:34.457660
V89890,2,Revision de inventario trimestral,2024-11-12 13:58:20.352931
DR8901,5,Mantenimiento,2025-12-29 18:11:29.851564
V56718,3,Requerimiento de proyectos,2024-10-09 15:14:28.161202
CD0002,2,Operacion de Emergencia,2025-01-06 12:30:48.629835
CD0001,1,Revision de inventario trimestral,2025-04-26 09:49:24.030592
V09973,3,Revision de inventario trimestral,2025-12-31 14:38:40.390724
V09973,3,Operacion de Emergencia,2024-01-01 15:00:32.587903
V83021,5,Voluntariado,2024-01-02 17:24:11.070645
AV9029,4,Operacion de Emergencia,2024-12-17 09:18:58.267498
RH8901,2,Voluntariado,2024-12-19 11:00:50.054112
V56718,2,Capacitacion,2025-08-27 12:11:44.542537
V83021,3,Voluntariado,2025-10-10 16:27:55.917075
DR8901,2,Operacion de Emergencia,2025-10-09 12:49:41.427507
CD0002,5,Voluntariado,2024-04-17 13:10:44.248457
CD0002,2,Mantenimiento,2024-06-14 18:25:23.537746
V89890,5,Voluntariado,2025-06-28 11:45:57.275241
V89890,2,Requerimiento del almacen,2024-12-15 11:42:52.296023
CD0002,5,Mantenimiento,2025-02-22 13:00:26.140210
V56718,2,Requerimiento del almacen,2024-11-24 16:07:20.606866
V09973,2,Requerimiento del almacen,2026-04-23 08:08:24.949488
AV9029,3,Requerimiento del almacen,2025-11-27 15:27:07.545279
CD0002,5,Capacitacion,2025-10-04 12:13:21.345326
DR8901,2,Capacitacion,2024-11-17 15:48:40.297885
CD0002,2,Voluntariado,2025-02-11 11:04:19.540931
V09973,1,Voluntariado,2025-03-18 18:37:27.656044
V89890,2,Requerimiento de proyectos,2024-11-30 16:25:40.493113
BE3019,2,Requerimiento del almacen,2024-04-25 13:47:36.223946
DR8901,1,Operacion de Emergencia,2025-08-26 11:27:02.744792
DR8901,5,Requerimiento de proyectos,2025-11-11 08:18:07.780094
V09973,2,AOG de ultimo momento,2024-11-29 11:05:45.101362
DR8901,4,Revision de inventario trimestral,2024-11-30 15:11:17.505348
CD0002,3,Reunion de proyectos,2025-12-10 11:06:25.628226
CD0002,5,Reunion de proyectos,2024-02-25 13:56:33.644874
V09973,2,Mantenimiento,2025-05-17 08:00:58.944220
V56718,3,Mantenimiento,2026-03-30 08:06:17.281683
V83021,1,Requerimiento del almacen,2026-01-25 14:14:24.081290
V83021,3,Revision de inventario trimestral,2024-07-07 12:27:34.250106
V09973,2,Mantenimiento,2026-03-24 13:40:34.367269
DR8901,3,Revision de inventario trimestral,2026-02-23 14:25:24.548007
CD0002,3,Requerimiento de proyectos,2025-04-21 16:37:34.177312
V09973,1,Reunion de proyectos,2025-02-22 11:58:18.805192
V56718,2,Requerimiento del almacen,2025-05-12 12:18:41.119217
V83021,1,Requerimiento de proyectos,2025-04-22 18:16:55.219300
V56718,3,Mantenimiento,2024-08-26 18:29:41.200752
RH8901,5,Mantenimiento,2024-02-14 13:59:53.697667
CD0001,5,Revision de inventario trimestral,2024-09-06 13:00:00.732400
V56718,3,Operacion de Emergencia,2024-06-01 08:17:04.873044
CD0002,4,AOG de ultimo momento,2025-07-29 18:55:58.216908
V83021,2,Mantenimiento,2025-04-08 10:05:44.396624
AV9029,1,AOG de ultimo momento,2025-02-10 09:27:26.310758
BE3019,3,Operacion de Emergencia,2026-03-15 11:48:29.180811
DR8901,5,Capacitacion,2025-07-21 16:26:53.801497
AV9029,1,Capacitacion,2024-10-06 12:43:38.120503
AV9029,5,Requerimiento de proyectos,2025-04-19 14:53:34.583865
CD0002,2,Operacion de Emergencia,2024-01-09 08:23:53.377058
AV9029,4,Mantenimiento,2025-10-05 08:32:53.765757
CD0002,5,Capacitacion,2024-05-05 16:54:44.060551
V89890,2,Operacion de Emergencia,2025-10-18 16:48:47.118179
CD0002,3,Voluntariado,2025-11-10 17:28:33.891699
V89890,3,Revision de inventario trimestral,2025-12-30 16:04:03.157279
V83021,2,Requerimiento del almacen,2024-03-18 18:56:20.029390
DR8901,5,Requerimiento de proyectos,2024-12-26 10:52:40.482353
CD0002,5,Voluntariado,2025-08-08 14:13:50.224332
V09973,3,Requerimiento de proyectos,2024-04-26 18:34:43.329370
CD0002,1,Voluntariado,2025-12-06 14:49:58.104427
DR8901,1,Mantenimiento,2025-03-24 18:01:46.924004
V09973,2,AOG de ultimo momento,2024-12-02 11:10:01.146514
CD0001,3,Revision de inventario trimestral,2024-01-28 11:42:48.614826
BE3019,2,Requerimiento de proyectos,2025-06-13 08:03:18.313766
V89890,1,Reunion de proyectos,2025-01-31 12:32:57.872716
CD0001,1,Requerimiento de proyectos,2026-04-08 10:51:25.738899
BE3019,3,Capacitacion,2025-12-26 09:45:51.484543
V89890,1,Requerimiento del almacen,2024-04-21 16:57:34.832441
CD0002,5,Requerimiento del almacen,2024-06-10 11:46:45.624614
RH8901,5,Requerimiento de proyectos,2026-03-31 17:05:53.444415
RH8901,5,AOG de ultimo momento,2024-02-08 08:24:14.990286
V56718,3,Mantenimiento,2025-04-23 15:45:23.672469
BE3019,3,Revision de inventario trimestral,2024-03-29 10:48:02.775487
DR8901,2,Mantenimiento,2024-03-02 10:42:55.770419
V56718,1,Requerimiento del almacen,2024-04-28 13:32:53.401861
V09973,4,Revision de inventario trimestral,2025-05-05 16:00:47.141748
V56718,1,Revision de inventario trimestral,2025-02-24 09:47:37.193982
V89890,1,Reunion de proyectos,2025-02-16 08:17:32.846419
V56718,2,Reunion de proyectos,2025-11-29 10:32:19.036040
V09973,3,Revision de inventario trimestral,2025-08-06 10:13:13.295819
AV9029,2,AOG de ultimo momento,2024-11-17 12:54:42.588238
CD0002,1,Revision de inventario trimestral,2024-11-22 18:27:27.223011
BE3019,4,Requerimiento del almacen,2024-03-23 09:34:13.736673
BE3019,4,Revision de inventario trimestral,2024-02-29 16:02:45.892120
CD0002,3,Capacitacion,2025-11-04 11:29:04.585443
AV9029,3,Mantenimiento,2024-02-17 17:26:44.539171
V56718,3,Voluntariado,2024-06-04 14:42:57.959724
CD0001,1,Requerimiento de proyectos,2024-02-13 16:31:21.836065
CD0002,3,Mantenimiento,2025-03-03 17:56:20.359143
DR8901,2,Revision de inventario trimestral,2025-08-19 10:17:44.265075
CD0001,4,Revision de inventario trimestral,2026-01-01 08:30:21.138120
V09973,2,Voluntariado,2024-12-07 16:20:53.597813
V56718,5,Operacion de Emergencia,2025-07-20 12:11:15.890750
BE3019,3,Operacion de Emergencia,2025-07-15 10:55:25.164997
CD0001,5,AOG de ultimo momento,2024-01-03 17:31:22.149658
BE3019,3,Operacion de Emergencia,2025-03-18 13:17:28.755532
DR8901,5,Reunion de proyectos,2024-03-26 13:38:13.534781
DR8901,3,Requerimiento de proyectos,2025-08-16 13:03:24.801020
CD0001,3,Operacion de Emergencia,2024-03-21 16:29:08.772823
DR8901,2,Voluntariado,2026-01-15 12:20:07.587603
CD0001,4,Voluntariado,2025-01-01 10:28:13.637945
AV9029,2,Reunion de proyectos,2024-07-08 17:31:23.218374
V89890,2,Requerimiento del almacen,2026-04-08 17:16:34.572675
CD0001,1,Capacitacion,2025-08-24 08:47:48.132001
AV9029,3,Capacitacion,2024-04-10 09:01:27.493608
RH8901,2,Requerimiento del almacen,2026-03-25 17:40:33.343268
DR8901,2,Revision de inventario trimestral,2025-06-04 09:57:28.211036
V89890,5,Reunion de proyectos,2025-10-20 09:50:31.302878
V83021,3,Requerimiento del almacen,2026-02-28 17:53:02.865439
BE3019,5,AOG de ultimo momento,2025-03-10 17:17:27.456822
RH8901,1,Requerimiento de proyectos,2025-06-06 09:43:54.366096
DR8901,3,Revision de inventario trimestral,2026-01-01 12:01:52.324404
CD0002,3,Requerimiento del almacen,2026-02-24 09:42:38.518692
V56718,3,Mantenimiento,2024-05-18 18:01:50.630593
AV9029,2,Reunion de proyectos,2024-07-01 15:53:04.042939
AV9029,3,Mantenimiento,2025-12-25 13:22:17.712582
RH8901,2,Requerimiento del almacen,2026-01-25 16:39:46.864029
V09973,2,Operacion de Emergencia,2025-02-19 15:38:48.138131
V83021,1,Voluntariado,2025-07-22 11:01:02.052432
BE3019,3,Revision de inventario trimestral,2024-01-19 16:41:08.946466
BE3019,1,Revision de inventario trimestral,2026-04-06 09:58:32.996683
V89890,4,Requerimiento del almacen,2025-08-30 17:43:50.020055
AV9029,4,Requerimiento de proyectos,2024-06-09 18:27:54.606347
V09973,3,AOG de ultimo momento,2024-11-29 17:56:00.184355
V83021,1,Operacion de Emergencia,2025-06-08 10:38:06.168759
RH8901,2,AOG de ultimo momento,2025-07-19 13:46:55.529018
CD0002,5,Capacitacion,2025-02-12 14:14:30.140514
AV9029,5,AOG de ultimo momento,2025-05-24 10:23:47.215695
V09973,2,Voluntariado,2026-03-31 18:14:15.473839
V89890,2,Requerimiento de proyectos,2024-03-14 16:44:49.043473
V09973,3,Reunion de proyectos,2025-06-25 08:21:53.356393
RH8901,2,Operacion de Emergencia,2024-08-10 14:08:43.829983
V09973,2,Mantenimiento,2024-03-16 17:26:46.082358
RH8901,4,Capacitacion,2024-06-25 11:24:07.037011
V56718,2,Revision de inventario trimestral,2024-09-29 12:40:54.514719
AV9029,1,Mantenimiento,2026-04-12 12:29:45.762089
AV9029,2,Reunion de proyectos,2024-09-02 14:37:59.161853
RH8901,2,Capacitacion,2025-03-09 13:22:21.779503
CD0002,2,AOG de ultimo momento,2025-08-17 17:25:48.324591
RH8901,1,Requerimiento del almacen,2025-08-20 09:19:52.888498
BE3019,2,Revision de inventario trimestral,2025-10-23 10:20:11.265967
V09973,4,Requerimiento del almacen,2024-03-15 09:39:33.577193
V56718,3,Requerimiento de proyectos,2026-01-23 12:23:41.621362
V56718,3,Reunion de proyectos,2026-03-06 08:45:15.816206
AV9029,1,Operacion de Emergencia,2024-01-03 13:37:10.055509
DR8901,5,Revision de inventario trimestral,2025-12-12 11:26:28.079596
